Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,manufacturer_label,Ţara
41,TORASEMIDUM,,,411004,,Trifas® Cor,C03CA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Menarini International Operations Luxembourg S.A. (prod.: Berlin-Chemie AG (Menarini Group), Germania; Berlin-Chemie AG, Germania)",Menarini,Luxemburg
41,TORASEMIDUM,,,412004,,Trifas® 10,C03CA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Menarini International Operations Luxembourg S.A. (prod.: Berlin-Chemie AG (Menarini Group), Germania; Berlin-Chemie AG, Germania)",Menarini,Luxemburg
822,DEXKETOPROFENUM,922,,8221001,9221001,Dexalgin® inject,M01AE17,Full,pentru tratamentul episodic,,"Menarini International Operations Luxembourg SA (prod.: A. Menarini Manufacturing Logistics&Services SRL, Italia)",Menarini,Luxemburg
402,DEXKETOPROFENUM,,,4021001,,Dexalgin® inject,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Menarini International Operations Luxembourg SA (prod.: A. Menarini Manufacturing Logistics&Services SRL, Italia)",Menarini,Luxemburg
55,NEBIVOLOLUM,,,551001,,Nebilet®,C07AB12,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Menarini International Operations Luxembourg SA (prod.: Berlin-Chemie AG, Germania; Berlin-Chemie AG (Menarini Group), Germania)",Menarini,Luxemburg
80,TAMSULOSINUM,,,801002,,Proflosin®,G04CA02,Partial,Pentru tratamentul hiperplaziei benigne de prostată,,"Menarini International Operations Luxembourg SA, Luxemburg(PROD: A. Menarini Manufacturing Logistics & Services SRL, Italia; ,Menarini-Von Heyden GmbH, Germania; ,Quinta-Analytica sro, Cehia; ,Synthon BV, Olanda; ,Synthon Hispania SL, Spania; )",Menarini,Luxemburg
80,TAMSULOSINUM,,,801002,,Proflosin®,G04CA02,Partial,Pentru tratamentul hiperplaziei benigne de prostată,,"Menarini International Operations Luxembourg SA, Luxemburg(PROD: A. Menarini Manufacturing Logistics & Services SRL, Italia; ,Menarini-Von Heyden GmbH, Germania; ,Quinta-Analytica sro, Cehia; ,Synthon BV, Olanda; ,Synthon Hispania SL, Spania; )",Menarini,Luxemburg
17,BISOPROLOLUM,,,171009,,Concor®,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,Merck KGaA,Merck,Germania
17,BISOPROLOLUM,,,172010,,Concor®,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,Merck KGaA,Merck,Germania
17,BISOPROLOLUM,,,173002,,Concor® Cor,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,Merck KGaA,Merck,Germania
17,BISOPROLOLUM,,,173002,,Concor® Cor,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,Merck KGaA,Merck,Germania
43,LEVOTHYROXINUM,,,431001,,Euthyrox®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Germania
43,LEVOTHYROXINUM,,,432001,,Euthyrox®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Austria
43,LEVOTHYROXINUM,,,433001,,Euthyrox®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Germania
44,THIAMAZOLUM,,,441001,,Thyrozol®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Germania
44,THIAMAZOLUM,,,441001,,Thyrozol®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Germania
44,THIAMAZOLUM,,,442001,,Thyrozol®,H03BB02,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Germania
44,THIAMAZOLUM,,,442001,,Thyrozol®,H03BB02,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Merck,Germania
703,METFORMINUM,,,7031007,,Glucophage®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Merck Sante s.a.s. (prod.: Merck Sante s.a.s., Franţa; Merck SL, Spania)",Merck,Franţa
703,METFORMINUM,,,7031007,,Glucophage®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Merck Sante s.a.s. (prod.: Merck Sante s.a.s., Franţa; Merck SL, Spania)",Merck,Franţa
717,SITAGLIPTINUM,,,7171001,,Januvia,A10BH01,Partial,Pentru tratamentul diabetului zaharat,,"Merck Sharp & Dohme IDEA GmbH, Elveţia(PROD: Merck Sharp&Dohme Limited, Marea Britanie; )",Merck,Elveția
,IBUPROFENUM,997,,,9971214,Flamibu KID,M01AE01,Full,pentru tratamentul episodic,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",Nabros Pharma,India
,IBUPROFENUM,997,,,9971406,Flamibu cu aromă de căpșuni,M01AE01,Full,pentru tratamentul episodic,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",Nabros Pharma,India
,IBUPROFENUM,997,,,9971407,Flamibu cu aromă de portocale,M01AE01,Full,pentru tratamentul episodic,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",Nabros Pharma,India
414,IBUPROFENUM,,,4141214,,Flamibu KID,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",Nabros Pharma,India
414,IBUPROFENUM,,,4141406,,Flamibu cu aromă de căpșuni,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",Nabros Pharma,India
414,IBUPROFENUM,,,4141407,,Flamibu cu aromă de portocale,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",Nabros Pharma,India
836,NATRII CHLORIDUM,936,,8363004,9363004,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8363005,9363005,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8364005,9364005,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8364006,9364006,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8365003,9365003,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8365004,9365004,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8366002,9366002,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
836,NATRII CHLORIDUM,936,,8366006,9366006,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: Hebei Tiancheng Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
813,CEFOPERAZONUM,913,,8131005,9131005,Cefoperazonă,J01DD12,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: NCPC Hebei Huamin Pharmaceutical Co.  Ltd., China; )",NCPC International Corp.,China
817,CEFUROXIMUM,225,,8175003,2255003,Cefuroximă,J01DC02,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: NCPC Hebei Huamin Pharmaceutical Co.  Ltd., China; )",NCPC International Corp.,China
817,CEFUROXIMUM,225,,8176004,2256004,Cefuroximă,J01DC02,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: NCPC Hebei Huamin Pharmaceutical Co.  Ltd., China; )",NCPC International Corp.,China
805,AMOXICILLINUM,202,,8056003,2026003,Amoxicilină,J01CA04,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: North China Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
805,AMOXICILLINUM,202,,8057003,2027003,Amoxicilină,J01CA04,Full,pentru tratamentul episodic,,"NCPC International Corp., China(PROD: North China Pharmaceutical Co., Ltd, China; )",NCPC International Corp.,China
36,FAMOTIDINUM,929,,361019,9291019,Famotidin,A02BA03,Full,pentru tratamentul episodic,,"Nijfarm SA (prod.: Hemofarm AD, Serbia; Hemofarm LLC, Rusia)",Nijfarm,Rusia
36,FAMOTIDINUM,929,,362010,9292010,Famotidin,A02BA03,Full,pentru tratamentul episodic,,"Nijfarm SA (prod.: Hemofarm AD, Serbia; Hemofarm SRL, Rusia)",Nijfarm,Rusia
2,ENALAPRILUM,,,22026,,Enalapril,C09AA02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nijfarm SA (prod.: Hemofarm LLC, Rusia)",Nijfarm,Rusia
2,ENALAPRILUM,,,23032,,Enalapril,C09AA02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nijfarm SA (prod.: Hemofarm LLC, Rusia)",Nijfarm,Rusia
2,ENALAPRILUM,,,24021,,Enalapril,C09AA02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nijfarm SA (prod.: Hemofarm LLC, Rusia)",Nijfarm,Rusia
,PARACETAMOLUM,205,,,2051301,Cefecon® D,N02BE01,Full,pentru tratamentul episodic,,"Nijfarm SA, Rusia(PROD: Nijfarm SA, Rusia; )",Nijfarm,Rusia
,PARACETAMOLUM,205,,,2056003,Cefecon® D,N02BE01,Full,pentru tratamentul episodic,,Nijfarm SAD,Nijfarm,Rusia
822,DEXKETOPROFENUM,922,,8221004,9221004,Dexinal®,M01AE17,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia)",Nobel Ilac Pazarlama ve Sanayii,Turcia
402,DEXKETOPROFENUM,,,4021004,,Dexinal®,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia)",Nobel Ilac Pazarlama ve Sanayii,Turcia
14,ACIDUM URSODEOXYCHOLICUM,,,141016,,Bileclar,A05AA02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
524,LEVETIRACETAMUM,,,5243005,,Levesto®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
524,LEVETIRACETAMUM,,,5242006,,Levesto®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
524,LEVETIRACETAMUM,,,5241006,,Levesto®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
80,TAMSULOSINUM,,,801003,,Tamidra®,G04CA02,Partial,Pentru tratamentul hiperplaziei benigne de prostată,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
865,PREGABALINUM,,,8651008,,Pagamax®,N03AX16,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
865,PREGABALINUM,,,8652007,,Pagamax®,N03AX16,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
865,PREGABALINUM,,,8653004,,Pagamax®,N03AX16,Full,pentru tratamentul episodic,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Nobel Ilac Pazarlama ve Sanayii,Turcia
857,MELOXICAMUM,957,,8574005,9574005,Melox®,M01AC06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
,AMBROXOLUM,227,,,2271015,Ambrex® Pediatric,R05CB06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
,AMBROXOLUM,227,,,2273006,Ambrex®,R05CB06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
864,PANTOPRAZOLUM,964,,8641007,9641007,Pulcet,A02BC02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
864,PANTOPRAZOLUM,964,,8642008,9642008,Pulcet®,A02BC02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
816,CEFPODOXIMUM,916,,8161003,9161003,Sefpotec®,J01DD13,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
382,DESLORATADIINUM,,,3822008,,Desobel®,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
817,CEFUROXIMUM,225,,8173001,2253001,Aksef®,J01DC02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
76,DAPAGLIFLOZINUM,,,761002,,Dapalif®,A10BK01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
700,DAPAGLIFLOZINUM,,,7001003,,Dapalif®,A10BK01,Partial,Pentru tratamentul diabetului zaharat,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
382,DESLORATADIINUM,,,3823003,,Desobel®,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
517,SERTRALINUM,,,5171004,,Misol,N06AB06,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
72,RIVAROXABANUM,,,721005,,Voxaban,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
72,RIVAROXABANUM,,,722005,,Voxaban,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
72,RIVAROXABANUM,,,723005,,Voxaban,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
272,RIVAROXABANUM,,,2721005,,Voxaban,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
272,RIVAROXABANUM,,,2722005,,Voxaban,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
272,RIVAROXABANUM,,,2722011,,Voxaban,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
87,APIXABANUM,,,871001,,Emboquis,B01AF02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
87,APIXABANUM,,,872001,,Emboquis,B01AF02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
817,CEFUROXIMUM,225,,8174007,2254007,Aksef®,J01DC02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
818,CIPROFLOXACINUM,918,,8184010,9184010,Siprobel,J01MA02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
29,DONEPEZILI HYDROCHLORIDUM,,,291004,,Alzancer® EasyTab,N06DA02,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
29,DONEPEZILI HYDROCHLORIDUM,,,292003,,Alzancer® EasyTab,N06DA02,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
652,DONEPEZILI HYDROCHLORIDUM,752,,6521004,7521004,Alzancer® EasyTab,N06DA02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
652,DONEPEZILI HYDROCHLORIDUM,752,,6522003,7522003,Alzancer® EasyTab,N06DA02,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
,IBUPROFENUM,997,,,9971204,Bufron®,M01AE01,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
414,IBUPROFENUM,,,4141204,,Bufron®,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
857,MELOXICAMUM,957,,8572002,9572002,Melox® Fort,M01AC06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
857,MELOXICAMUM,957,,8573001,9573001,Melox®,M01AC06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
405,MELOXICAMUM,,,4052002,,Melox® Fort,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
405,MELOXICAMUM,,,4053001,,Melox®,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
35,OMEPRAZOLUM,941,,351034,9411034,Omeprazid®,A02BC01,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
61,ROSUVASTATINUM,,,611007,,Ultrox®,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
61,ROSUVASTATINUM,,,612014,,Ultrox®,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
61,ROSUVASTATINUM,,,613012,,Ultrox®,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
,CEFPROZILUM,961,,,9611001,Prefix®,J01DC10,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
77,TICAGRELORUM,,,771002,,Ticasa,B01AC24,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş., Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
525,ARIPIPRAZOLUM,,,5251003,,Abizol EasyTab,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
525,ARIPIPRAZOLUM,,,5252003,,Abizol EasyTab,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
525,ARIPIPRAZOLUM,,,5253001,,Abizol EasyTab,N05AX12,Full,Pentru tratamentul bolilor psihice,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
,CEFPODOXIMUM,916,,,9162001,Sefpotec®,J01DD13,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
848,ROXITHROMYCINUM,948,,8481001,9481001,Remora®,J01FA06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret AŞ, Turcia; )",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
808,AZITHROMYCINUM,229,,8084002,2294002,Azax® 500 mg,J01FA10,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret AŞ (prod.: Nobelfarma Ilac Sanayii ve Ticaret AŞ, Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
,PARACETAMOLUM,205,,,2058012,Tylol®,N02BE01,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret AŞ (prod.: Nobelfarma Ilac Sanayii ve Ticaret AŞ, Turcia)",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
28,ESCITALOPRAMUM,,,281001,,Deprestop® 10 mg,N06AB10,Partial,Pentru tratamentul depresiei,,"Nobel Ilac Sanayii ve Ticaret AŞ, Turcia",Nobel Ilac Sanayii ve Ticaret A.Ş.,Turcia
