,name,source
2676,"MAGNESIUM CARBONICUM C6, MAGNESIUM CARBONICUM LM3, MAGNESIUM CARBONICUM LM6, MAGNESIUM CARBONICUM LM9, MAGNESIUM CARBONICUM LM12, MAGNESIUM CARBONICUM LM15, MAGNESIUM CARBONICUM LM18, MAGNESIUM CARBONICUM LM21, MAGNESIUM CARBONICUM LM24, MAGNESIUM CARBONICUM LM27, MAGNESIUM CARBONICUM LM30",ES
2670,"MAGNESIUM CHLORATUM C15, MAGNESIUM CHLORATUM C200, MAGNESIUM CHLORATUM C170, MAGNESIUM CHLORATUM K700000, MAGNESIUM CHLORATUM LM1, MAGNESIUM CHLORATUM LM2, MAGNESIUM CHLORATUM LM3, MAGNESIUM CHLORATUM LM6, MAGNESIUM CHLORATUM LM9, MAGNESIUM CHLORATUM LM12, MAGNESIUM CHLORATUM LM15, MAGNESIUM CHLORATUM LM18, MAGNESIUM CHLORATUM LM24, MAGNESIUM CHLORATUM LM30",ES
2692,"MAGNESIUM CHLORATUM C3, MAGNESIUM CHLORATUM C4, MAGNESIUM CHLORATUM C5, MAGNESIUM CHLORATUM C6, MAGNESIUM CHLORATUM C7, MAGNESIUM CHLORATUM C9, MAGNESIUM CHLORATUM C12, MAGNESIUM CHLORATUM C15, MAGNESIUM CHLORATUM C30, MAGNESIUM CHLORATUM C100, MAGNESIUM CHLORATUM C200, MAGNESIUM CHLORATUM D4, MAGNESIUM CHLORATUM D6, MAGNESIUM CHLORATUM D8, MAGNESIUM CHLORATUM D12, MAGNESIUM CHLORATUM D30, MAGNESIUM CHLORATUM K200, MAGNESIUM CHLORATUM K1000, MAGNESIUM CHLORATUM K10000",ES
2397,"MAGNESIUM CHLORATUM C5, MAGNESIUM CHLORATUM C7, MAGNESIUM CHLORATUM C9, MAGNESIUM CHLORATUM C30, MAGNESIUM CHLORATUM C200, MAGNESIUM CHLORATUM K200, MAGNESIUM CHLORATUM K1000, MAGNESIUM CHLORATUM K10000, MAGNESIUM CHLORATUM LM3",ES
3118,"MAGNESIUM CHLORIDE D1, AMBRA GRISEA D8, MAGNESIUM BROMIDE D4, MAGNESIUM PHOSPHORICUM D1, PLUMBUM METALLICUM D8, KALIUM PHOSPHORICUM DIL. 05",ES
2841,MAGNESIUM PHOSPHORICUM D6,ES
2669,"MAGNESIUM PHOSPHORICUM D6, MAGNESIUM PHOSPHORICUM C15, MAGNESIUM PHOSPHORICUM D12, MAGNESIUM PHOSPHORICUM LM1, MAGNESIUM PHOSPHORICUM LM3, MAGNESIUM PHOSPHORICUM LM6, MAGNESIUM PHOSPHORICUM LM9, MAGNESIUM PHOSPHORICUM LM12",ES
2691,"MAGNESIUM PHOSPHORICUM D6, MAGNESIUM PHOSPHORICUM C4, MAGNESIUM PHOSPHORICUM C5, MAGNESIUM PHOSPHORICUM C6, MAGNESIUM PHOSPHORICUM C7, MAGNESIUM PHOSPHORICUM C9, MAGNESIUM PHOSPHORICUM C12, MAGNESIUM PHOSPHORICUM C15, MAGNESIUM PHOSPHORICUM C30, MAGNESIUM PHOSPHORICUM C100, MAGNESIUM PHOSPHORICUM C200, MAGNESIUM PHOSPHORICUM D8, MAGNESIUM PHOSPHORICUM D12, MAGNESIUM PHOSPHORICUM D30, MAGNESIUM PHOSPHORICUM K200, MAGNESIUM PHOSPHORICUM K1000, MAGNESIUM PHOSPHORICUM K10000",ES
2398,"MAGNESIUM PHOSPHORICUM D6, MAGNESIUM PHOSPHORICUM C4, MAGNESIUM PHOSPHORICUM C5, MAGNESIUM PHOSPHORICUM C7, MAGNESIUM PHOSPHORICUM C9, MAGNESIUM PHOSPHORICUM C12, MAGNESIUM PHOSPHORICUM C15, MAGNESIUM PHOSPHORICUM C30, MAGNESIUM PHOSPHORICUM C200, MAGNESIUM PHOSPHORICUM K200, MAGNESIUM PHOSPHORICUM K1000, MAGNESIUM PHOSPHORICUM K10000, MAGNESIUM PHOSPHORICUM K100000, MAGNESIUM PHOSPHORICUM K500000",ES
3123,"MAGNESIUM PHOSPHORICUM D6, PHOSPHORIC ACID D2, ALFALFA D2, AVENA SATIVA D2, CALCIUM PHOSPHORICUM DIL. D6, CHINA D2, CINNAMOMUM VERUM D2, HYDRASTIS CANADENSIS D2, NUX VOMICA D3, PANAX GINSENG D2",ES
2998,MAGNESIUM PHOSPHORICUM TRIT. D6,ES
1007,"MALTODEXTRINA, PELARGONIUM SIDOIDES EXTRACTO LIQUIDO DE RAIZ",ES
1774,MALTOL FERRICO,ES
2694,"MANGANUM ACETICUM C3, MANGANUM ACETICUM C4, MANGANUM ACETICUM C5, MANGANUM ACETICUM C6, MANGANUM ACETICUM C7, MANGANUM ACETICUM C9, MANGANUM ACETICUM C12, MANGANUM ACETICUM C15, MANGANUM ACETICUM C30, MANGANUM ACETICUM C100, MANGANUM ACETICUM C200, MANGANUM ACETICUM D6, MANGANUM ACETICUM D8, MANGANUM ACETICUM D12, MANGANUM ACETICUM D30, MANGANUM ACETICUM K200, MANGANUM ACETICUM K1000, MANGANUM ACETICUM K10000",ES
2983,"MANGANUM METALLICUM C200, MANGANUM METALLICUM K700000",ES
2695,"MANGANUM METALLICUM C3, MANGANUM METALLICUM C4, MANGANUM METALLICUM C5, MANGANUM METALLICUM C6, MANGANUM METALLICUM C7, MANGANUM METALLICUM C9, MANGANUM METALLICUM C12, MANGANUM METALLICUM C15, MANGANUM METALLICUM C30, MANGANUM METALLICUM C100, MANGANUM METALLICUM C200, MANGANUM METALLICUM D6, MANGANUM METALLICUM D8, MANGANUM METALLICUM D12, MANGANUM METALLICUM D30, MANGANUM METALLICUM K200, MANGANUM METALLICUM K1000, MANGANUM METALLICUM K10000",ES
1181,MANIDIPINO DIHIDROCLORURO,ES
1101,MANIDIPINO HIDROCLORURO,ES
426,MANITOL,ES
891,"MANITOL, MANITOL, MANITOL, MANITOL, MANITOL",ES
274,MAPROTILINA HIDROCLORURO,ES
3219,MARALIXIBAT CLORURO DE,ES
826,MARAVIROC,ES
3040,MARIBAVIR,ES
2620,"MARSDENIA CUNDURANGO C4, MARSDENIA CUNDURANGO C7, MARSDENIA CUNDURANGO C15, MARSDENIA CUNDURANGO C30",ES
2531,"MARSDENIA CUNDURANGO D6, MARSDENIA CUNDURANGO C3, MARSDENIA CUNDURANGO C4, MARSDENIA CUNDURANGO C5, MARSDENIA CUNDURANGO C6, MARSDENIA CUNDURANGO C7, MARSDENIA CUNDURANGO C9, MARSDENIA CUNDURANGO C12, MARSDENIA CUNDURANGO C15, MARSDENIA CUNDURANGO C30, MARSDENIA CUNDURANGO C100, MARSDENIA CUNDURANGO C200, MARSDENIA CUNDURANGO D4, MARSDENIA CUNDURANGO D8, MARSDENIA CUNDURANGO D12, MARSDENIA CUNDURANGO D30, MARSDENIA CUNDURANGO K200, MARSDENIA CUNDURANGO K1000, MARSDENIA CUNDURANGO K10000",ES
3368,MARSTACIMAB,ES
2270,"MATRICARIA RECUTITA D6, MATRICARIA RECUTITA C4, MATRICARIA RECUTITA C5, MATRICARIA RECUTITA C6, MATRICARIA RECUTITA C7, MATRICARIA RECUTITA C9, MATRICARIA RECUTITA C15, MATRICARIA RECUTITA C30, MATRICARIA RECUTITA C200, MATRICARIA RECUTITA K200, MATRICARIA RECUTITA K1000, MATRICARIA RECUTITA K10000, MATRICARIA RECUTITA K50000, MATRICARIA RECUTITA K100000, MATRICARIA RECUTITA LM1, MATRICARIA RECUTITA LM2, MATRICARIA RECUTITA LM3, MATRICARIA RECUTITA LM6, MATRICARIA RECUTITA LM9, MATRICARIA RECUTITA LM12, MATRICARIA RECUTITA LM15",ES
2552,"MATRICARIA RECUTITA D6, MATRICARIA RECUTITA D4, MATRICARIA RECUTITA C3, MATRICARIA RECUTITA C4, MATRICARIA RECUTITA C5, MATRICARIA RECUTITA C6, MATRICARIA RECUTITA C7, MATRICARIA RECUTITA C9, MATRICARIA RECUTITA C12, MATRICARIA RECUTITA C15, MATRICARIA RECUTITA C30, MATRICARIA RECUTITA C100, MATRICARIA RECUTITA C200, MATRICARIA RECUTITA D8, MATRICARIA RECUTITA D12, MATRICARIA RECUTITA D30, MATRICARIA RECUTITA K200, MATRICARIA RECUTITA K1000, MATRICARIA RECUTITA K10000",ES
3251,"MATRICARIA RECUTITA L.RAUSCHERT, CARUM CARVI L. FRUTO, GLYCYRRHIZA GLABRA, MENTA PIPERITA HOJA, MELISSA OFFICINALIS HOJAS, IBERIS AMARA",ES
1601,"MATRICARIA RECUTITA L.RAUSCHERT, COLA DE CABALLO, NOGAL, ROBLE, ACHILLEA MILLEFOLIUM, DIENTE DE LEON, MALVAVISCO",ES
3132,"MATRICARIA RECUTITA TINTURA MADRE, AVENA SATIVA TINTURA MADRE, ACIDUM PICRINICUM D5, AMMONIUM BROMATUM D1, CRATAEGUS TINTURA MADRE, HUMULUS LUPULUS TINTURA MADRE, HYPERICUM PERFORATUM D1, KALIUM BROMATUM D1, MELISSA OFFICINALIS TINTURA MADRE, NATRIUM BROMATUM D1, VALERIANA OFFICINALIS TINTURA MADRE",ES
3235,MAVACAMTEN,ES
1445,MEBENDAZOL,ES
3488,MEBEVERINA,ES
3397,MEBEVERINA HIDROCLORURO,ES
2089,MECLOZINA,ES
3667,MECLOZINA DIHIDROCLORURO,ES
1091,"MEDAZEPAM, AMITRIPTILINA HIDROCLORURO",ES
3103,"MEDORRHINUM C4, MEDORRHINUM C5, MEDORRHINUM C6, MEDORRHINUM C7, MEDORRHINUM C9, MEDORRHINUM C12, MEDORRHINUM C15, MEDORRHINUM C30, MEDORRHINUM C200, MEDORRHINUM C100, MEDORRHINUM D8, MEDORRHINUM D12, MEDORRHINUM D30, MEDORRHINUM K200, MEDORRHINUM K1000, MEDORRHINUM K10000",ES
1220,MEDROXIPROGESTERONA ACETATO,ES
3682,MEFENAMICO ACIDO,ES
420,MEGESTROL ACETATO,ES
1452,MEGLUMINA ANTIMONIATO,ES
840,MELATONINA,ES
1187,MELFALAN,ES
3236,MELFALAN FLUFENAMIDA HIDROCLORURO,ES
1779,MELFALAN HIDROCLORURO,ES
2706,"MELILOTUS OFFICINALIS D6, MELILOTUS OFFICINALIS C3, MELILOTUS OFFICINALIS C4, MELILOTUS OFFICINALIS C5, MELILOTUS OFFICINALIS C6, MELILOTUS OFFICINALIS C7, MELILOTUS OFFICINALIS C9, MELILOTUS OFFICINALIS C12, MELILOTUS OFFICINALIS C15, MELILOTUS OFFICINALIS C30, MELILOTUS OFFICINALIS C100, MELILOTUS OFFICINALIS C200, MELILOTUS OFFICINALIS D4, MELILOTUS OFFICINALIS D8, MELILOTUS OFFICINALIS D12, MELILOTUS OFFICINALIS D30, MELILOTUS OFFICINALIS K200, MELILOTUS OFFICINALIS K1000, MELILOTUS OFFICINALIS K10000",ES
3429,"MELISSA OFFICINALIS EXTRACTO SECO, VALERIANA EXTRACTO SECO",ES
120,MELOXICAM,ES
41,MELOXICAMUM,MD
277,MEMANTINA HIDROCLORURO,ES
929,"MEMANTINA HIDROCLORURO, MEMANTINA HIDROCLORURO, MEMANTINA HIDROCLORURO, MEMANTINA HIDROCLORURO",ES
106,MEMANTINUM,MD
674,MENOTROPINA,ES
1842,"MENTA PIPERITA, ACEITE ESENCIAL DE",ES
2040,"MENTA PIPERITA, ACEITE ESENCIAL DE, ACEITE ESENCIAL DE CARUM CARVI L",ES
3579,MENTOL,ES
2696,"MENYANTHES TRIFOLIATA C3, MENYANTHES TRIFOLIATA C4, MENYANTHES TRIFOLIATA C5, MENYANTHES TRIFOLIATA C6, MENYANTHES TRIFOLIATA C7, MENYANTHES TRIFOLIATA C9, MENYANTHES TRIFOLIATA C12, MENYANTHES TRIFOLIATA C15, MENYANTHES TRIFOLIATA C30, MENYANTHES TRIFOLIATA C100, MENYANTHES TRIFOLIATA C200, MENYANTHES TRIFOLIATA D6, MENYANTHES TRIFOLIATA D8, MENYANTHES TRIFOLIATA D12, MENYANTHES TRIFOLIATA D30, MENYANTHES TRIFOLIATA K200, MENYANTHES TRIFOLIATA K1000, MENYANTHES TRIFOLIATA K10000",ES
963,MEPIFILINA,ES
2987,MEPIRAMINA ACEFILINATO,ES
105,MEPIVACAINA HIDROCLORURO,ES
430,"MEPIVACAINA HIDROCLORURO, EPINEFRINA TARTRATO",ES
1656,MEPOLIZUMAB,ES
3496,MERBROMINA,ES
899,MERCAPTAMINA,ES
1881,MERCAPTAMINA BITARTRATO,ES
1830,MERCAPTAMINA HIDROCLORURO,ES
2138,MERCAPTOPURINA,ES
1665,MERCAPTOPURINA MONOHIDRATO,ES
2715,"MERCURIUS SOLUBILIS HAHNEMANNI C6, MERCURIUS SOLUBILIS HAHNEMANNI C4, MERCURIUS SOLUBILIS HAHNEMANNI C5, MERCURIUS SOLUBILIS HAHNEMANNI C7, MERCURIUS SOLUBILIS HAHNEMANNI C9, MERCURIUS SOLUBILIS HAHNEMANNI C12, MERCURIUS SOLUBILIS HAHNEMANNI C15, MERCURIUS SOLUBILIS HAHNEMANNI C30, MERCURIUS SOLUBILIS HAHNEMANNI C100, MERCURIUS SOLUBILIS HAHNEMANNI C200, MERCURIUS SOLUBILIS HAHNEMANNI D8, MERCURIUS SOLUBILIS HAHNEMANNI D12, MERCURIUS SOLUBILIS HAHNEMANNI D30, MERCURIUS SOLUBILIS HAHNEMANNI K200, MERCURIUS SOLUBILIS HAHNEMANNI K1000, MERCURIUS SOLUBILIS HAHNEMANNI K10000",ES
2401,"MERCURIUS SOLUBILIS HAHNEMANNI C6, MERCURIUS SOLUBILIS HAHNEMANNI C5, MERCURIUS SOLUBILIS HAHNEMANNI C7, MERCURIUS SOLUBILIS HAHNEMANNI C9, MERCURIUS SOLUBILIS HAHNEMANNI C15, MERCURIUS SOLUBILIS HAHNEMANNI C30, MERCURIUS SOLUBILIS HAHNEMANNI C100, MERCURIUS SOLUBILIS HAHNEMANNI C200, MERCURIUS SOLUBILIS HAHNEMANNI D12, MERCURIUS SOLUBILIS HAHNEMANNI K200, MERCURIUS SOLUBILIS HAHNEMANNI K1000, MERCURIUS SOLUBILIS HAHNEMANNI K10000, MERCURIUS SOLUBILIS HAHNEMANNI K50000, MERCURIUS SOLUBILIS HAHNEMANNI K100000, MERCURIUS SOLUBILIS HAHNEMANNI LM1, MERCURIUS SOLUBILIS HAHNEMANNI LM2, MERCURIUS SOLUBILIS HAHNEMANNI LM3, MERCURIUS SOLUBILIS HAHNEMANNI LM4, MERCURIUS SOLUBILIS HAHNEMANNI LM6, MERCURIUS SOLUBILIS HAHNEMANNI LM12, MERCURIUS SOLUBILIS HAHNEMANNI LM15, MERCURIUS SOLUBILIS HAHNEMANNI LM30",ES
2673,"MERCURIUS SOLUBILIS HAHNEMANNI C6, MERCURIUS SOLUBILIS HAHNEMANNI C9, MERCURIUS SOLUBILIS HAHNEMANNI C15, MERCURIUS SOLUBILIS HAHNEMANNI C30, MERCURIUS SOLUBILIS HAHNEMANNI C200, MERCURIUS SOLUBILIS HAHNEMANNI D12, MERCURIUS SOLUBILIS HAHNEMANNI K700000, MERCURIUS SOLUBILIS HAHNEMANNI LM1, MERCURIUS SOLUBILIS HAHNEMANNI LM2, MERCURIUS SOLUBILIS HAHNEMANNI LM3, MERCURIUS SOLUBILIS HAHNEMANNI LM4, MERCURIUS SOLUBILIS HAHNEMANNI LM6, MERCURIUS SOLUBILIS HAHNEMANNI LM9, MERCURIUS SOLUBILIS HAHNEMANNI LM12, MERCURIUS SOLUBILIS HAHNEMANNI LM15, MERCURIUS SOLUBILIS HAHNEMANNI LM18, MERCURIUS SOLUBILIS HAHNEMANNI LM24, MERCURIUS SOLUBILIS HAHNEMANNI LM27, MERCURIUS SOLUBILIS HAHNEMANNI LM30, MERCURIUS SOLUBILIS HAHNEMANNI C170",ES
3015,"MERCURIUS SOLUBILIS HAHNEMANNI D6, HEPAR SULFURIS D6, HYPERICUM PERFORATUM D6, HAMAMELIS VIRGINIANA TINTURA MADRE, MATRICARIA RECUTITA TINTURA MADRE, ECHINACEA MOTHER TINCTURE, CALENDULA OFFICINALIS TINTURA MADRE, ACHILLEA MILLEFOLIUM TINTURA MADRE, ACONITUM NAPELLUS D1, ARNICA MONTANA D3, ATROPA BELLA DONNA D1, BELLIS PERENNIS TINTURA MADRE, ECHINACEA PURPUREA TINTURA MADRE, SYMPHYTUM OFFICINALE D4",ES
394,MEROPENEM,ES
228,MEROPENEM TRIHIDRATO,ES
2067,"MEROPENEM TRIHIDRATO, VABORBACTAM",ES
842,MERTIATIDA,ES
696,MESALAZINA,ES
60,MESALAZINUM,MD
1235,MESNA,ES
3065,MESTEROLONA,ES
823,METACOLINA HIDROCLORURO,ES
147,METADONA HIDROCLORURO,ES
84,METAMIZOL MAGNESICO,ES
88,METAMIZOL MAGNESICO HEXAHIDRATO,ES
1430,METAMIZOL SODICO,ES
1931,METAMIZOL SODICO MONOHIDRATO,ES
1906,"METAMIZOL SODICO, BUTILESCOPOLAMINA BROMURO",ES
3505,METENOLONA ENANTATO,ES
91,METFORMINA HIDROCLORURO,ES
1481,"METFORMINA HIDROCLORURO, ALOGLIPTINA",ES
1527,"METFORMINA HIDROCLORURO, CANAGLIFLOZINA",ES
1485,"METFORMINA HIDROCLORURO, DAPAGLIFLOZINA",ES
3434,"METFORMINA HIDROCLORURO, DAPAGLIFLOZINA PROPANODIOL",ES
3372,"METFORMINA HIDROCLORURO, DAPAGLIFLOZINA PROPANODIOL MONOHIDRATO",ES
1602,"METFORMINA HIDROCLORURO, EMPAGLIFLOZINA",ES
1887,"METFORMINA HIDROCLORURO, ERTUGLIFLOZINA ACIDO L-PIROGLUTAMICO",ES
1309,"METFORMINA HIDROCLORURO, LINAGLIPTINA",ES
2030,"METFORMINA HIDROCLORURO, PIOGLITAZONA HIDROCLORURO",ES
1434,"METFORMINA HIDROCLORURO, SAXAGLIPTINA",ES
904,"METFORMINA HIDROCLORURO, SITAGLIPTINA",ES
886,"METFORMINA HIDROCLORURO, SITAGLIPTINA FOSFATO MONOHIDRATO",ES
3231,"METFORMINA HIDROCLORURO, SITAGLIPTINA FUMARATO",ES
374,"METFORMINA HIDROCLORURO, SITAGLIPTINA HIDROCLORURO",ES
2033,"METFORMINA HIDROCLORURO, SITAGLIPTINA HIDROCLORURO MONOHIDRATO",ES
850,"METFORMINA HIDROCLORURO, VILDAGLIPTINA",ES
32,METFORMINUM,MD
42,METHOTREXATUM,MD
43,METHYLPREDNISOLONUM,MD
627,METILDIGOXINA,ES
670,METILDOPA,ES
1528,METILERGOMETRINA MALEATO,ES
1897,METILFENIDATO,ES
785,METILFENIDATO HIDROCLORURO,ES
1113,METILNALTREXONA BROMURO,ES
412,METILPREDNISOLONA,ES
701,METILPREDNISOLONA ACEPONATO,ES
1212,"METILPREDNISOLONA, HIDROGENOSUCCINATO DE",ES
1368,METILTIONINIO CLORURO,ES
1535,METIRAPONA,ES
2214,METOCARBAMOL,ES
278,METOCLOPRAMIDA HIDROCLORURO,ES
399,METOCLOPRAMIDA HIDROCLORURO MONOHIDRATO,ES
1265,"METOPROLOL SUCCINATO, FELODIPINO",ES
1772,METOPROLOL TARTRATO,ES
88,METOPROLOLUM,MD
267,METOTREXATO,ES
1849,METOTREXATO DISODIO,ES
1619,METOTREXATO SODIO,ES
350,METOXALENO,ES
812,METOXI-POLIETILENGLICOL-EPOETINA BETA,ES
1914,METRELEPTINA,ES
82,METRONIDAZOL,ES
2925,METRONIDAZOL BENZOATO,ES
3649,"METRONIDAZOL, MICONAZOL NITRATO, CENTELLA ASIATICA EXTO, POLIMIXINA B SULFATO, NEOMICINA SULFATO",ES
44,METRONIDAZOLUM,MD
1963,MEXILETINA HIDROCLORURO,ES
1669,MIANSERINA HIDROCLORURO,ES
871,MICAFUNGINA SODICA,ES
194,MICOFENOLATO DE MOFETILO,ES
1582,MICOFENOLATO SODIO,ES
3083,MICONAZOL,ES
663,MICONAZOL NITRATO,ES
1279,"MICONAZOL NITRATO, HIDROCORTISONA",ES
47,MIDAZOLAM,ES
1080,MIDAZOLAM HIDROCLORURO,ES
3593,MIDODRINA HIDROCLORURO,ES
1820,MIDOSTAURINA,ES
1053,MIFAMURTIDA,ES
1984,MIFEPRISTONA,ES
1718,MIGALASTAT HIDROCLORURO,ES
1533,MIGLUSTAT,ES
3688,MILRINONA,ES
461,MINOCICLINA HIDROCLORURO,ES
574,MINOXIDIL,ES
1358,MIRABEGRON,ES
3459,MIRDAMETINIB,ES
3242,MIRIKIZUMAB,ES
41,MIRTAZAPINA,ES
1976,MIRTAZAPINA HEMIHIDRATO,ES
3548,"MIRTECAINA LAURILSULFATO, SALICILATO DIETILAMINA",ES
3551,"MIRTECAINA, SALICILATO DIETILAMINA",ES
3371,MIRVETUXIMAB SORAVTANSINA,ES
294,MISOPROSTOL,ES
1658,MITOMICINA,ES
3088,MITOTANO,ES
1222,MOCLOBEMIDA,ES
352,MODAFINILO,ES
1980,MOGAMULIZUMAB,ES
3657,MOLSIDOMINA,ES
3290,MOMELOTINIB DIHIDROCLORURO MONOHIDRATO,ES
769,MOMETASONA FUROATO,ES
1852,MOMETASONA FUROATO MONOHIDRATO,ES
2078,"MOMETASONA FUROATO, INDACATEROL ACETATO",ES
57,MOMETASONUM,MD
2677,"MONAZITE C170, MONAZITE K700000",ES
1681,"MONOXIDO DE CARBONO, METANO, ACETILENO",ES
1287,MONTELUKAST,ES
231,MONTELUKAST SODICO,ES
59,MONTELUKASTUM,MD
1902,MORFINA,ES
746,MORFINA HIDROCLORURO TRIHIDRATO,ES
970,MORFINA SULFATO,ES
3498,MORFINA SULFATO PENTAHIDRATO,ES
1232,MOROCTOCOG ALFA,ES
3095,"MOSCHUS C4, MOSCHUS C5, MOSCHUS C6, MOSCHUS C7, MOSCHUS C9, MOSCHUS C12, MOSCHUS C15, MOSCHUS C30, MOSCHUS C100, MOSCHUS C200, MOSCHUS D8, MOSCHUS D30, MOSCHUS K200, MOSCHUS K1000, MOSCHUS K10000, MOSCHUS D12",ES
2863,MOSUNETUZUMAB,ES
1325,MOXIFLOXACINO,ES
280,MOXIFLOXACINO HIDROCLORURO,ES
2918,MOXONIDINA,ES
2558,"MUCOR MUCEDO C4, MUCOR MUCEDO C5, MUCOR MUCEDO C6, MUCOR MUCEDO C7, MUCOR MUCEDO C9, MUCOR MUCEDO C12, MUCOR MUCEDO C15, MUCOR MUCEDO C30, MUCOR MUCEDO C100, MUCOR MUCEDO C200, MUCOR MUCEDO D8, MUCOR MUCEDO D12, MUCOR MUCEDO D30, MUCOR MUCEDO K200, MUCOR MUCEDO K1000, MUCOR MUCEDO K10000",ES
2568,"MUCUNA PRURIENS C3, MUCUNA PRURIENS C4, MUCUNA PRURIENS C5, MUCUNA PRURIENS C6, MUCUNA PRURIENS C7, MUCUNA PRURIENS C9, MUCUNA PRURIENS C12, MUCUNA PRURIENS C15, MUCUNA PRURIENS C30, MUCUNA PRURIENS C100, MUCUNA PRURIENS C200, MUCUNA PRURIENS D4, MUCUNA PRURIENS D6, MUCUNA PRURIENS D8, MUCUNA PRURIENS D12, MUCUNA PRURIENS D30, MUCUNA PRURIENS K200, MUCUNA PRURIENS K1000, MUCUNA PRURIENS K10000",ES
1290,MUPIROCINA,ES
1989,MUPIROCINA CALCICA,ES
3139,"MYOSOTIS ARVENSIS D3, TEUCRIUM SCORODONIA D3, PINUS SYLVESTRIS D4, GENTIANA LUTEA D5, EQUISETUM HIEMALE D4, SMILAX D6, SCROPHULARIA NODOSA D3, CALCIUM PHOSPHORICUM D12, NATRIUM SULFURICUM D4, FUMARIA OFFICINALIS D4, LEVOTHYROXINUM D12, ARANEA DIADEMA D6, GERANIUM ROBERTIANUM D4, NASTURTIUM OFFICINALE D4, FERRUM IODATUM D12, JUGLANS REGIA SSP. REGIA D3, VERONICA OFFICINALIS D3",ES
3125,"MYOSOTIS ARVENSIS D3, TEUCRIUM SCORODONIA D3, PINUS SYLVESTRIS D4, GENTIANA LUTEA D5, EQUISETUM HIEMALE D4, SMILAX D6, SCROPHULARIA NODOSA D3, CALCIUM PHOSPHORICUM D12, NATRIUM SULFURICUM D4, FUMARIA OFFICINALIS D4, LEVOTHYROXINUM D12, ARANEA DIADEMA D6, GERANIUM ROBERTIANUM D4, NASTURTIUM OFFICINALE D4, FERRUM IODATUM D12, VERONICA OFFICINALIS D3",ES
2409,"MYRISTICA FRAGRANS C4, MYRISTICA FRAGRANS C5, MYRISTICA FRAGRANS C7, MYRISTICA FRAGRANS C9, MYRISTICA FRAGRANS C15, MYRISTICA FRAGRANS C30, MYRISTICA FRAGRANS C200, MYRISTICA FRAGRANS K200, MYRISTICA FRAGRANS K1000, MYRISTICA FRAGRANS K10000, MYRISTICA FRAGRANS LM6",ES
2723,"MYRISTICA FRAGRANS C9, MYRISTICA FRAGRANS C170, MYRISTICA FRAGRANS K700000, MYRISTICA FRAGRANS LM1, MYRISTICA FRAGRANS LM3, MYRISTICA FRAGRANS LM6, MYRISTICA FRAGRANS LM9, MYRISTICA FRAGRANS LM15",ES
2745,"MYRISTICA FRAGRANS D6, MYRISTICA FRAGRANS C3, MYRISTICA FRAGRANS C4, MYRISTICA FRAGRANS C5, MYRISTICA FRAGRANS C6, MYRISTICA FRAGRANS C7, MYRISTICA FRAGRANS C9, MYRISTICA FRAGRANS C12, MYRISTICA FRAGRANS C15, MYRISTICA FRAGRANS C30, MYRISTICA FRAGRANS C100, MYRISTICA FRAGRANS C200, MYRISTICA FRAGRANS D4, MYRISTICA FRAGRANS D8, MYRISTICA FRAGRANS D12, MYRISTICA FRAGRANS D30, MYRISTICA FRAGRANS K200, MYRISTICA FRAGRANS K1000, MYRISTICA FRAGRANS K10000",ES
3623,NABUMETONA,ES
3614,NADIFLOXACINO,ES
1363,NAFARELINA ACETATO,ES
2229,NAFAZOLINA HIDROCLORURO,ES
1752,"NAFAZOLINA HIDROCLORURO, ANTAZOLINA FOSFATO",ES
1110,"NAFAZOLINA HIDROCLORURO, TETRACAINA HIDROCLORURO",ES
3066,"NAJA NAJA K200, NAJA NAJA C4, NAJA NAJA C5, NAJA NAJA C6, NAJA NAJA C7, NAJA NAJA C9, NAJA NAJA C12, NAJA NAJA C15, NAJA NAJA C30, NAJA NAJA C100, NAJA NAJA C200, NAJA NAJA D8, NAJA NAJA D30, NAJA NAJA K1000, NAJA NAJA K10000, NAJA NAJA D12",ES
1986,NALDEMEDINA TOSILATO,ES
1381,NALMEFENO,ES
1581,NALOXEGOL OXALATO,ES
698,NALOXONA HIDROCLORURO,ES
1900,NALOXONA HIDROCLORURO DIHIDRATO,ES
702,"NALOXONA HIDROCLORURO, OXICODONA HIDROCLORURO",ES
768,"NALOXONA, BUPRENORFINA",ES
1186,NALTREXONA HIDROCLORURO,ES
1729,"NALTREXONA HIDROCLORURO, BUPROPION HIDROCLORURO",ES
2720,"NAPHTHALINUM C4, NAPHTHALINUM C5, NAPHTHALINUM C6, NAPHTHALINUM C7, NAPHTHALINUM C9, NAPHTHALINUM C12, NAPHTHALINUM C15, NAPHTHALINUM C30, NAPHTHALINUM C100, NAPHTHALINUM C200, NAPHTHALINUM D8, NAPHTHALINUM D12, NAPHTHALINUM D30, NAPHTHALINUM K200, NAPHTHALINUM K1000, NAPHTHALINUM K10000",ES
103,NAPROXENO,ES
422,NAPROXENO SODICO,ES
3292,"NAPROXENO SODICO, SUMATRIPTAN SUCCINATO",ES
1159,"NAPROXENO, ESOMEPRAZOL MAGNESICO",ES
3309,"NAPROXENO, ESOMEPRAZOL MAGNESIO TRIHIDRATO",ES
1022,NARATRIPTAN HIDROCLORURO,ES
722,NATALIZUMAB,ES
13,NATRII CHLORIDUM,MD
