,name,source
2831,KALIUM PHOSPHORICUM D6,ES
2629,"KALIUM PHOSPHORICUM D6, KALIUM PHOSPHORICUM C15, KALIUM PHOSPHORICUM C200, KALIUM PHOSPHORICUM LM3, KALIUM PHOSPHORICUM LM6, KALIUM PHOSPHORICUM LM9, KALIUM PHOSPHORICUM LM12, KALIUM PHOSPHORICUM LM15, KALIUM PHOSPHORICUM LM18, KALIUM PHOSPHORICUM C170",ES
2356,"KALIUM PHOSPHORICUM D6, KALIUM PHOSPHORICUM C5, KALIUM PHOSPHORICUM C6, KALIUM PHOSPHORICUM C7, KALIUM PHOSPHORICUM C9, KALIUM PHOSPHORICUM C15, KALIUM PHOSPHORICUM C30, KALIUM PHOSPHORICUM C100, KALIUM PHOSPHORICUM C200, KALIUM PHOSPHORICUM K200, KALIUM PHOSPHORICUM K1000, KALIUM PHOSPHORICUM K10000, KALIUM PHOSPHORICUM K50000, KALIUM PHOSPHORICUM K100000, KALIUM PHOSPHORICUM LM3, KALIUM PHOSPHORICUM LM6, KALIUM PHOSPHORICUM LM12",ES
2996,KALIUM PHOSPHORICUM TRIT. D6,ES
2300,"KALIUM STIBYLTARTARICUM C4, KALIUM STIBYLTARTARICUM C5, KALIUM STIBYLTARTARICUM C6, KALIUM STIBYLTARTARICUM C7, KALIUM STIBYLTARTARICUM C9, KALIUM STIBYLTARTARICUM C15, KALIUM STIBYLTARTARICUM C30, KALIUM STIBYLTARTARICUM C200, KALIUM STIBYLTARTARICUM K200, KALIUM STIBYLTARTARICUM K1000, KALIUM STIBYLTARTARICUM K10000, KALIUM STIBYLTARTARICUM 3LM, KALIUM STIBYLTARTARICUM 6LM",ES
2340,"KALIUM STIBYLTARTARICUM D4, KALIUM STIBYLTARTARICUM C3, KALIUM STIBYLTARTARICUM C4, KALIUM STIBYLTARTARICUM C5, KALIUM STIBYLTARTARICUM C6, KALIUM STIBYLTARTARICUM C7, KALIUM STIBYLTARTARICUM C9, KALIUM STIBYLTARTARICUM C12, KALIUM STIBYLTARTARICUM C15, KALIUM STIBYLTARTARICUM C30, KALIUM STIBYLTARTARICUM C100, KALIUM STIBYLTARTARICUM C200, KALIUM STIBYLTARTARICUM D6, KALIUM STIBYLTARTARICUM D8, KALIUM STIBYLTARTARICUM D12, KALIUM STIBYLTARTARICUM D30, KALIUM STIBYLTARTARICUM K200, KALIUM STIBYLTARTARICUM K1000, KALIUM STIBYLTARTARICUM K10000",ES
2360,"KALIUM SULFURICUM C5, KALIUM SULFURICUM C7, KALIUM SULFURICUM C9, KALIUM SULFURICUM C15, KALIUM SULFURICUM C30, KALIUM SULFURICUM C200, KALIUM SULFURICUM D6, KALIUM SULFURICUM K200, KALIUM SULFURICUM K1000, KALIUM SULFURICUM K10000, KALIUM SULFURICUM LM6",ES
2659,"KALIUM SULFURICUM D4, KALIUM SULFURICUM C3, KALIUM SULFURICUM C4, KALIUM SULFURICUM C5, KALIUM SULFURICUM C6, KALIUM SULFURICUM C7, KALIUM SULFURICUM C9, KALIUM SULFURICUM C12, KALIUM SULFURICUM C15, KALIUM SULFURICUM C30, KALIUM SULFURICUM C100, KALIUM SULFURICUM C200, KALIUM SULFURICUM D6, KALIUM SULFURICUM D8, KALIUM SULFURICUM D12, KALIUM SULFURICUM D30, KALIUM SULFURICUM K200, KALIUM SULFURICUM K1000, KALIUM SULFURICUM K10000",ES
2832,KALIUM SULFURICUM D6,ES
2997,KALIUM SULFURICUM TRIT. D6,ES
2661,"KALMIA LATIFOLIA C3, KALMIA LATIFOLIA C4, KALMIA LATIFOLIA C6, KALMIA LATIFOLIA C7, KALMIA LATIFOLIA C5, KALMIA LATIFOLIA C9, KALMIA LATIFOLIA C12, KALMIA LATIFOLIA C15, KALMIA LATIFOLIA C30, KALMIA LATIFOLIA C100, KALMIA LATIFOLIA C200, KALMIA LATIFOLIA D6, KALMIA LATIFOLIA D12, KALMIA LATIFOLIA D8, KALMIA LATIFOLIA D30, KALMIA LATIFOLIA K200, KALMIA LATIFOLIA K10000, KALMIA LATIFOLIA K1000",ES
2344,"KALMIA LATIFOLIA C7, KALMIA LATIFOLIA C5, KALMIA LATIFOLIA C9, KALMIA LATIFOLIA C15, KALMIA LATIFOLIA C30, KALMIA LATIFOLIA C200, KALMIA LATIFOLIA D6, KALMIA LATIFOLIA LM3",ES
3478,KETAMINA HIDROCLORURO,ES
444,KETAZOLAM,ES
1134,KETOCONAZOL,ES
2862,KETOPROFENO,ES
1995,KETOPROFENO LISINATO,ES
10,KETOPROFENUM,MD
155,KETOROLACO TROMETAMOL,ES
1798,KETOTIFENO,ES
624,KETOTIFENO FUMARATO,ES
2800,"KRAMERIA TRIANDRA C3, KRAMERIA TRIANDRA C4, KRAMERIA TRIANDRA C5, KRAMERIA TRIANDRA C6, KRAMERIA TRIANDRA C7, KRAMERIA TRIANDRA C9, KRAMERIA TRIANDRA C12, KRAMERIA TRIANDRA C15, KRAMERIA TRIANDRA C30, KRAMERIA TRIANDRA C100, KRAMERIA TRIANDRA C200, KRAMERIA TRIANDRA D4, KRAMERIA TRIANDRA D6, KRAMERIA TRIANDRA D8, KRAMERIA TRIANDRA D12, KRAMERIA TRIANDRA D30, KRAMERIA TRIANDRA K200, KRAMERIA TRIANDRA K1000, KRAMERIA TRIANDRA K10000",ES
2448,"KRAMERIA TRIANDRA C5, KRAMERIA TRIANDRA C7, KRAMERIA TRIANDRA C9, KRAMERIA TRIANDRA C15, KRAMERIA TRIANDRA C30, KRAMERIA TRIANDRA C200, KRAMERIA TRIANDRA D4, KRAMERIA TRIANDRA D6, KRAMERIA TRIANDRA LM6, KRAMERIA TRIANDRA LM3",ES
2663,"KREOSOTUM C5, KREOSOTUM C6, KREOSOTUM C7, KREOSOTUM C9, KREOSOTUM C12, KREOSOTUM C15, KREOSOTUM C30, KREOSOTUM C100, KREOSOTUM C200, KREOSOTUM D12, KREOSOTUM D30, KREOSOTUM K200, KREOSOTUM K1000, KREOSOTUM K10000",ES
321,L-ALANIL-L-GLUTAMINA,ES
2989,L-ASPARAGINASA RECOMBINANTE,ES
460,L-CARNITINA,ES
357,"L-LISINA HIDROCLORURO, L-ARGININA HIDROCLORURO",ES
1461,LABETALOL HIDROCLORURO,ES
2702,"LABRADORITE C170, LABRADORITE K700000",ES
3116,"LAC CANINUM C4, LAC CANINUM C5, LAC CANINUM C6, LAC CANINUM C7, LAC CANINUM C9, LAC CANINUM C12, LAC CANINUM C15, LAC CANINUM C30, LAC CANINUM C100, LAC CANINUM C200, LAC CANINUM D8, LAC CANINUM D12, LAC CANINUM D30, LAC CANINUM K200, LAC CANINUM K1000, LAC CANINUM K10000",ES
3087,"LACHESIS D30, LACHESIS D12, LACHESIS C4, LACHESIS C6, LACHESIS C7, LACHESIS C9, LACHESIS C15, LACHESIS C30, LACHESIS C100, LACHESIS C200, LACHESIS D8, LACHESIS K200, LACHESIS K1000, LACHESIS K10000, LACHESIS C5, LACHESIS C12",ES
2664,"LACHNANTHES TINCTORIA C5, LACHNANTHES TINCTORIA C6, LACHNANTHES TINCTORIA C7, LACHNANTHES TINCTORIA C9, LACHNANTHES TINCTORIA C12, LACHNANTHES TINCTORIA C15, LACHNANTHES TINCTORIA C30, LACHNANTHES TINCTORIA C100, LACHNANTHES TINCTORIA C200, LACHNANTHES TINCTORIA D8, LACHNANTHES TINCTORIA D12, LACHNANTHES TINCTORIA D30, LACHNANTHES TINCTORIA K200, LACHNANTHES TINCTORIA K1000, LACHNANTHES TINCTORIA K10000, LACHNANTHES TINCTORIA C4",ES
1183,LACIDIPINO,ES
897,LACOSAMIDA,ES
3592,LACTATO MAGNESIO,ES
361,"LACTATO MAGNESIO, MAGNESIO HIDROXIDO",ES
3494,LACTITOL MONOHIDRATO,ES
3482,LACTOBACILLUS ACIDOPHILUS,ES
1341,"LACTOBACILLUS ACIDOPHILUS, LACTOBACILLUS BIPHIDUS",ES
3307,LACTOBACILLUS PLANTARUM P 17630,ES
3211,"LACTOBACILLUS RHAMNOSUS, LACTOBACILLUS GASSERI",ES
3487,LACTOBACILOS ACIDOFILOS,ES
125,LACTULOSA,ES
3435,"LACTULOSA,LIQUIDA",ES
954,LAMIVUDINA,ES
1834,"LAMIVUDINA, ABACAVIR CLORHIDRATO",ES
1994,"LAMIVUDINA, DOLUTEGRAVIR SODIO",ES
907,"LAMIVUDINA, ZIDOVUDINA",ES
602,LAMOTRIGINA,ES
126,LAMOTRIGINUM,MD
1959,LANADELUMAB,ES
3291,LANDIOLOL HIDROCLORURO,ES
1440,LANREOTIDA,ES
2176,LANREOTIDA ACETATO,ES
9,LANSOPRAZOL,ES
1299,LANTANO,ES
780,LANTANO CARBONATO,ES
882,LAPATINIB,ES
2665,"LAPIS ALBUS C3, LAPIS ALBUS C4, LAPIS ALBUS C5, LAPIS ALBUS C6, LAPIS ALBUS C7, LAPIS ALBUS C9, LAPIS ALBUS C12, LAPIS ALBUS C15, LAPIS ALBUS C30, LAPIS ALBUS C100, LAPIS ALBUS C200, LAPIS ALBUS D4, LAPIS ALBUS D6, LAPIS ALBUS D8, LAPIS ALBUS D12, LAPIS ALBUS D30, LAPIS ALBUS K200, LAPIS ALBUS K1000, LAPIS ALBUS K10000",ES
2630,"LAPIS LAZULI C170, LAPIS LAZULI C200, LAPIS LAZULI K700000",ES
3582,LARONIDASA,ES
2009,LAROTRECTINIB SULFATO,ES
2932,LASMIDITAN SUCCINATO,ES
972,LATANOPROST,ES
3254,"LATANOPROST, NETARSUDIL MESILATO",ES
1661,LAURILSULFATO SODIO,ES
1274,LAUROMACROGOL 400,ES
3299,"LAVANDA, ACEITE ESENCIAL DE",ES
3378,LAZERTINIB,ES
3282,LEBRIKIZUMAB,ES
3401,LECANEMAB,ES
2681,"LEDUM PALUSTRE C3, LEDUM PALUSTRE C4, LEDUM PALUSTRE C5, LEDUM PALUSTRE C6, LEDUM PALUSTRE C7, LEDUM PALUSTRE C9, LEDUM PALUSTRE C12, LEDUM PALUSTRE C15, LEDUM PALUSTRE C30, LEDUM PALUSTRE C100, LEDUM PALUSTRE C200, LEDUM PALUSTRE D4, LEDUM PALUSTRE D6, LEDUM PALUSTRE D8, LEDUM PALUSTRE D12, LEDUM PALUSTRE D30, LEDUM PALUSTRE K200, LEDUM PALUSTRE K1000, LEDUM PALUSTRE K10000",ES
2355,"LEDUM PALUSTRE C4, LEDUM PALUSTRE C5, LEDUM PALUSTRE C6, LEDUM PALUSTRE C7, LEDUM PALUSTRE C9, LEDUM PALUSTRE C12, LEDUM PALUSTRE C15, LEDUM PALUSTRE C30, LEDUM PALUSTRE C200, LEDUM PALUSTRE D6, LEDUM PALUSTRE K200, LEDUM PALUSTRE K1000, LEDUM PALUSTRE K10000",ES
2597,"LEDUM PALUSTRE C7, LEDUM PALUSTRE C200, LEDUM PALUSTRE D6, LEDUM PALUSTRE C170, LEDUM PALUSTRE LM1, LEDUM PALUSTRE LM3, LEDUM PALUSTRE LM6, LEDUM PALUSTRE LM9, LEDUM PALUSTRE LM12, LEDUM PALUSTRE LM15, LEDUM PALUSTRE LM30, LEDUM PALUSTRE C70",ES
230,LEFLUNOMIDA,ES
127,LEFLUNOMIDUM,MD
2933,LENACAPAVIR SODIO,ES
608,LENALIDOMIDA,ES
1975,LENALIDOMIDA HIDROCLORURO HIDRATO,ES
1627,LENVATINIB,ES
1734,LENVATINIB MESILATO,ES
539,LERCANIDIPINO HIDROCLORURO,ES
3245,LERCANIDIPINO HIDROCLORURO HEMIHIDRATO,ES
881,"LERCANIDIPINO HIDROCLORURO, ENALAPRIL MALEATO",ES
53,LERCANIDIPINUM,MD
1861,LETERMOVIR,ES
163,LETROZOL,ES
1584,LEUPRORELINA,ES
549,LEUPRORELINA ACETATO,ES
2734,LEUPRORELINA MESILATO,ES
239,LEVETIRACETAM,ES
81,LEVETIRACETAMUM,MD
1420,LEVOBUPIVACAINA HIDROCLORURO,ES
1204,LEVOCABASTINA,ES
1205,LEVOCABASTINA HIDROCLORURO,ES
237,LEVOCETIRIZINA DIHIDROCLORURO,ES
2195,LEVODOPA,ES
777,"LEVODOPA, BENSERAZIDA HIDROCLORURO",ES
537,"LEVODOPA, CARBIDOPA",ES
694,"LEVODOPA, CARBIDOPA MONOHIDRATO",ES
80,LEVODOPUM + CARBIDOPUM,MD
1145,LEVODROPROPIZINA,ES
130,LEVOFLOXACINO,ES
165,LEVOFLOXACINO HEMIHIDRATO,ES
2076,"LEVOFLOXACINO HEMIHIDRATO, DEXAMETASONA FOSFATO SODIO",ES
1156,LEVOFOLINICO ACIDO,ES
1254,LEVOMEPROMAZINA HIDROCLORURO,ES
3561,LEVOMEPROMAZINA MALEATO,ES
87,LEVOMEPROMAZINUM,MD
308,LEVOMETADONA HIDROCLORURO,ES
641,LEVONORGESTREL,ES
550,"LEVONORGESTREL, ETINILESTRADIOL",ES
1637,"LEVONORGESTREL, ETINILESTRADIOL, ETINILESTRADIOL",ES
3644,"LEVONORGESTREL, LEVONORGESTREL, LEVONORGESTREL, ETINILESTRADIOL, ETINILESTRADIOL, ETINILESTRADIOL",ES
2150,LEVOSIMENDAN,ES
2019,LEVOSULPIRIDA,ES
51,LEVOTHYROXINUM,MD
1355,LEVOTIROXINA SODICA,ES
874,LIDOCAINA,ES
76,LIDOCAINA HIDROCLORURO,ES
141,LIDOCAINA HIDROCLORURO MONOHIDRATO,ES
43,"LIDOCAINA HIDROCLORURO, CEFAZOLINA SODICA",ES
1349,"LIDOCAINA HIDROCLORURO, DICLOROBENCILICO ALCOHOL, AMILMETACRESOL",ES
396,"LIDOCAINA HIDROCLORURO, EPINEFRINA",ES
15,"LIDOCAINA HIDROCLORURO, EPINEFRINA BITARTRATO",ES
255,"LIDOCAINA, CEFTRIAXONA",ES
3526,"LIDOCAINA, DICLOROBENCILICO ALCOHOL, AMILMETACRESOL",ES
569,"LIDOCAINA, PRILOCAINA",ES
2373,"LILIUM LANCIFOLIUM C5, LILIUM LANCIFOLIUM C9, LILIUM LANCIFOLIUM C15, LILIUM LANCIFOLIUM C30, LILIUM LANCIFOLIUM C200, LILIUM LANCIFOLIUM K200, LILIUM LANCIFOLIUM K1000, LILIUM LANCIFOLIUM K10000",ES
2682,"LILIUM LANCIFOLIUM C6, LILIUM LANCIFOLIUM C7, LILIUM LANCIFOLIUM C5, LILIUM LANCIFOLIUM C4, LILIUM LANCIFOLIUM C3, LILIUM LANCIFOLIUM C9, LILIUM LANCIFOLIUM C12, LILIUM LANCIFOLIUM C15, LILIUM LANCIFOLIUM C30, LILIUM LANCIFOLIUM C100, LILIUM LANCIFOLIUM C200, LILIUM LANCIFOLIUM D6, LILIUM LANCIFOLIUM D8, LILIUM LANCIFOLIUM D12, LILIUM LANCIFOLIUM D30, LILIUM LANCIFOLIUM K200, LILIUM LANCIFOLIUM K1000, LILIUM LANCIFOLIUM K10000",ES
1370,LINACLOTIDA,ES
1229,LINAGLIPTINA,ES
1786,"LINAGLIPTINA, EMPAGLIFLOZINA",ES
118,LINAGLIPTINUM,MD
1326,LINCOMICINA HIDROCLORURO,ES
1549,LINEZOLID,ES
3442,LINVOSELTAMAB,ES
3232,LINZAGOLIX COLINA,ES
1400,LIPEGFILGRASTIM,ES
1787,"LIPOPROTEINA RECOMBINANTE FHBP DE NEISSERIA MENINGITIDIS DEL SEROGRUPO B (RLP2086; SUBFAMILIA A), LIPOPROTEINA RECOMBINANTE FHBP DE NEISSERIA MENINGITIDIS DEL SEROGRUPO B (RLP2086; SUBFAMILIA B)",ES
952,LIRAGLUTIDA,ES
1551,"LIRAGLUTIDA, INSULINA DEGLUDEC",ES
1389,LISDEXANFETAMINA DIMESILATO,ES
400,LISINOPRIL,ES
429,LISINOPRIL DIHIDRATO,ES
24,LISINOPRILUM,MD
107,LISINOPRILUM+AMLODIPINUM,MD
3398,LISOCABTAGEN MARALEUCEL,ES
2685,"LITHIUM CARBONICUM C3, LITHIUM CARBONICUM C4, LITHIUM CARBONICUM C5, LITHIUM CARBONICUM C6, LITHIUM CARBONICUM C7, LITHIUM CARBONICUM C9, LITHIUM CARBONICUM C12, LITHIUM CARBONICUM C15, LITHIUM CARBONICUM C30, LITHIUM CARBONICUM C100, LITHIUM CARBONICUM C200, LITHIUM CARBONICUM D4, LITHIUM CARBONICUM D6, LITHIUM CARBONICUM D8, LITHIUM CARBONICUM D12, LITHIUM CARBONICUM D30, LITHIUM CARBONICUM K200, LITHIUM CARBONICUM K1000, LITHIUM CARBONICUM K10000",ES
1426,LITIO CARBONATO,ES
1361,LIXISENATIDA,ES
1362,"LIXISENATIDA, LIXISENATIDA",ES
2852,"LOBARIA PULMONARIA C3, LOBARIA PULMONARIA C4, LOBARIA PULMONARIA C5, LOBARIA PULMONARIA C6, LOBARIA PULMONARIA C7, LOBARIA PULMONARIA C9, LOBARIA PULMONARIA C12, LOBARIA PULMONARIA C15, LOBARIA PULMONARIA C30, LOBARIA PULMONARIA C100, LOBARIA PULMONARIA C200, LOBARIA PULMONARIA D4, LOBARIA PULMONARIA D6, LOBARIA PULMONARIA D8, LOBARIA PULMONARIA D12, LOBARIA PULMONARIA D30, LOBARIA PULMONARIA K200, LOBARIA PULMONARIA K1000, LOBARIA PULMONARIA K10000",ES
2498,"LOBARIA PULMONARIA C5, LOBARIA PULMONARIA C7, LOBARIA PULMONARIA C9, LOBARIA PULMONARIA C15, LOBARIA PULMONARIA C30, LOBARIA PULMONARIA LM3, LOBARIA PULMONARIA LM6",ES
2364,"LOBELIA INFLATA C5, LOBELIA INFLATA C7, LOBELIA INFLATA C9, LOBELIA INFLATA C30, LOBELIA INFLATA K200, LOBELIA INFLATA K10000, LOBELIA INFLATA 6LM",ES
2683,"LOBELIA INFLATA D4, LOBELIA INFLATA C3, LOBELIA INFLATA C4, LOBELIA INFLATA C5, LOBELIA INFLATA C6, LOBELIA INFLATA C7, LOBELIA INFLATA C9, LOBELIA INFLATA C12, LOBELIA INFLATA C15, LOBELIA INFLATA C30, LOBELIA INFLATA C100, LOBELIA INFLATA C200, LOBELIA INFLATA D6, LOBELIA INFLATA D8, LOBELIA INFLATA D12, LOBELIA INFLATA D30, LOBELIA INFLATA K200, LOBELIA INFLATA K1000, LOBELIA INFLATA K10000",ES
1516,LOMITAPIDA,ES
3229,LONCASTUXIMAB TESIRINA,ES
1770,LONOCTOCOG ALFA,ES
3523,LOPERAMIDA,ES
468,LOPERAMIDA HIDROCLORURO,ES
682,"LOPINAVIR, RITONAVIR",ES
3681,LOPRAZOLAM,ES
529,LORATADINA,ES
114,LORAZEPAM,ES
1565,LORAZEPAM PIVALATO,ES
1979,LORLATINIB,ES
109,LORMETAZEPAM,ES
1470,LORNOXICAM,ES
66,LOSARTAN POTASICO,ES
121,"LOSARTAN POTASICO, HIDROCLOROTIAZIDA",ES
31,LOSARTANUM,MD
105,LOSARTANUM+HYDROCHLORTHIAZIDUM,MD
281,LOVASTATINA,ES
309,LOXAPINA,ES
2108,LUMASIRAN SODIO,ES
1795,LURASIDONA HIDROCLORURO,ES
2069,LUSPATERCEPT,ES
1985,LUSUTROMBOPAG,ES
363,LUTECIO (177) CLORURO,ES
1831,LUTECIO (177LU) OXODOTREOTIDA,ES
3069,LUTECIO (177LU) VIPIVOTIDA TETRAXETAN,ES
3121,"LUTEINUM C4, LUTEINUM C5, LUTEINUM C6, LUTEINUM C7, LUTEINUM C9, LUTEINUM C12, LUTEINUM C15, LUTEINUM C30, LUTEINUM C100, LUTEINUM C200, LUTEINUM D8, LUTEINUM D12, LUTEINUM D30, LUTEINUM K200, LUTEINUM K1000, LUTEINUM K10000",ES
975,LUTROPINA ALFA,ES
806,"LUTROPINA ALFA, FOLITROPINA ALFA",ES
2365,"LYCOPODIUM CLAVATUM C4, LYCOPODIUM CLAVATUM C5, LYCOPODIUM CLAVATUM C7, LYCOPODIUM CLAVATUM C9, |LYCOPODIUM CLAVATUM C12, LYCOPODIUM CLAVATUM C15, LYCOPODIUM CLAVATUM C30, LYCOPODIUM CLAVATUM C100, LYCOPODIUM CLAVATUM K200, LYCOPODIUM CLAVATUM K1000, LYCOPODIUM CLAVATUM K10000, LYCOPODIUM CLAVATUM C6, LYCOPODIUM CLAVATUM C200, LYCOPODIUM CLAVATUM C150, LYCOPODIUM CLAVATUM K50000, LYCOPODIUM CLAVATUM K100000, LYCOPODIUM CLAVATUM K300000, LYCOPODIUM CLAVATUM K500000, LYCOPODIUM CLAVATUM LM1, LYCOPODIUM CLAVATUM LM2, LYCOPODIUM CLAVATUM LM3, LYCOPODIUM CLAVATUM LM4, LYCOPODIUM CLAVATUM LM5, LYCOPODIUM CLAVATUM LM6, LYCOPODIUM CLAVATUM LM7, LYCOPODIUM CLAVATUM LM8, LYCOPODIUM CLAVATUM LM9, LYCOPODIUM CLAVATUM LM12, LYCOPODIUM CLAVATUM LM15, LYCOPODIUM CLAVATUM LM18, LYCOPODIUM CLAVATUM LM21, LYCOPODIUM CLAVATUM LM24, LYCOPODIUM CLAVATUM LM27, LYCOPODIUM CLAVATUM LM30, LYCOPODIUM CLAVATUM LM33, LYCOPODIUM CLAVATUM LM36, LYCOPODIUM CLAVATUM LM42",ES
2628,"LYCOPODIUM CLAVATUM C7, LYCOPODIUM CLAVATUM C9, LYCOPODIUM CLAVATUM C15, LYCOPODIUM CLAVATUM C30, LYCOPODIUM CLAVATUM D6, LYCOPODIUM CLAVATUM D8, LYCOPODIUM CLAVATUM K1000, LYCOPODIUM CLAVATUM C200, LYCOPODIUM CLAVATUM C170, LYCOPODIUM CLAVATUM LM1, LYCOPODIUM CLAVATUM LM2, LYCOPODIUM CLAVATUM LM3, LYCOPODIUM CLAVATUM LM4, LYCOPODIUM CLAVATUM LM5, LYCOPODIUM CLAVATUM LM6, LYCOPODIUM CLAVATUM LM7, LYCOPODIUM CLAVATUM LM8, LYCOPODIUM CLAVATUM LM9, LYCOPODIUM CLAVATUM LM10, LYCOPODIUM CLAVATUM LM12, LYCOPODIUM CLAVATUM LM13, LYCOPODIUM CLAVATUM LM15, LYCOPODIUM CLAVATUM LM16, LYCOPODIUM CLAVATUM LM18, LYCOPODIUM CLAVATUM LM21, LYCOPODIUM CLAVATUM LM24, LYCOPODIUM CLAVATUM LM27, LYCOPODIUM CLAVATUM LM30, LYCOPODIUM CLAVATUM LM33, LYCOPODIUM CLAVATUM LM36, LYCOPODIUM CLAVATUM LM39, LYCOPODIUM CLAVATUM LM42, LYCOPODIUM CLAVATUM LM45, LYCOPODIUM CLAVATUM LM48, LYCOPODIUM CLAVATUM LM51, LYCOPODIUM CLAVATUM LM54, LYCOPODIUM CLAVATUM LM57, LYCOPODIUM CLAVATUM LM60",ES
2684,"LYCOPODIUM CLAVATUM D4, LYCOPODIUM CLAVATUM C3, LYCOPODIUM CLAVATUM C4, LYCOPODIUM CLAVATUM C5, LYCOPODIUM CLAVATUM C7, LYCOPODIUM CLAVATUM C9, |LYCOPODIUM CLAVATUM C12, LYCOPODIUM CLAVATUM C15, LYCOPODIUM CLAVATUM C30, LYCOPODIUM CLAVATUM C100, LYCOPODIUM CLAVATUM D6, LYCOPODIUM CLAVATUM D8, LYCOPODIUM CLAVATUM D12, LYCOPODIUM CLAVATUM D30, LYCOPODIUM CLAVATUM K200, LYCOPODIUM CLAVATUM K1000, LYCOPODIUM CLAVATUM K10000, LYCOPODIUM CLAVATUM C6, LYCOPODIUM CLAVATUM C200",ES
3163,"LYCOPODIUM D6, ALUMINIUM OXYDATUM D12, NUX VOMICA DIL. D6, SULFUR D12, COLOCYNTHIS D6, BRYONIA D6",ES
3162,"LYCOPODIUM D6, ANACARDIUM D6, ARGENTUM NITRICUM D6, ARSENICUM ALBUM D6, BELLADONNA D6, CHAMOMILLA D6, STRYCHNOS NUX-VOMICA D6, CARBO VEGETABILIS D8",ES
3156,"LYCOPODIUM D6, CHOLESTEROLUM D6, COLOCYNTHIS D6, SILYBUM MARIANUM D6, CHELIDONIUM MAJUS D6, CINCHONA PUBESCENS D6, STRYCHNOS NUX-VOMICA D6",ES
2688,"LYCOPUS EUROPAEUS C3, LYCOPUS EUROPAEUS C4, LYCOPUS EUROPAEUS C5, LYCOPUS EUROPAEUS C6, LYCOPUS EUROPAEUS C7, LYCOPUS EUROPAEUS C9, LYCOPUS EUROPAEUS C12, LYCOPUS EUROPAEUS C15, LYCOPUS EUROPAEUS C30, LYCOPUS EUROPAEUS C100, LYCOPUS EUROPAEUS C200, LYCOPUS EUROPAEUS D4, LYCOPUS EUROPAEUS D6, LYCOPUS EUROPAEUS D8, LYCOPUS EUROPAEUS D12, LYCOPUS EUROPAEUS D30, LYCOPUS EUROPAEUS K200, LYCOPUS EUROPAEUS K10000, LYCOPUS EUROPAEUS K1000",ES
3074,"LYCOSA C4, LYCOSA C5, LYCOSA C9, LYCOSA C12, LYCOSA C15, LYCOSA C30, LYCOSA C100, LYCOSA C200, LYCOSA D8, LYCOSA D12, LYCOSA D30, LYCOSA K200, LYCOSA K1000, LYCOSA K10000, LYCOSA C6, LYCOSA C7",ES
3026,"LYTTA VESICATORIA D8, LYTTA VESICATORIA C4, LYTTA VESICATORIA C5, LYTTA VESICATORIA C6, LYTTA VESICATORIA C9, LYTTA VESICATORIA C12, LYTTA VESICATORIA C15, LYTTA VESICATORIA C30, LYTTA VESICATORIA C100, LYTTA VESICATORIA C200, LYTTA VESICATORIA D12, LYTTA VESICATORIA D30, LYTTA VESICATORIA K200, LYTTA VESICATORIA K1000, LYTTA VESICATORIA K10000, LYTTA VESICATORIA C7",ES
2198,MACIMORELINA ACETATO,ES
1505,MACITENTAN,ES
1158,MACROGOL 4000,ES
496,MAGALDRATO,ES
2693,"MAGNESIA SULFURICA C3, MAGNESIA SULFURICA C4, MAGNESIA SULFURICA C5, MAGNESIA SULFURICA C6, MAGNESIA SULFURICA C7, MAGNESIA SULFURICA C9, MAGNESIA SULFURICA C12, MAGNESIA SULFURICA C15, MAGNESIA SULFURICA C30, MAGNESIA SULFURICA C100, MAGNESIA SULFURICA C200, MAGNESIA SULFURICA D4, MAGNESIA SULFURICA D6, MAGNESIA SULFURICA D8, MAGNESIA SULFURICA D12, MAGNESIA SULFURICA D30, MAGNESIA SULFURICA K200, MAGNESIA SULFURICA K1000, MAGNESIA SULFURICA K10000",ES
1848,"MAGNESIO BROMURO, MAGNESIO FLUORURO, MAGNESIO HIDROXIDO",ES
859,"MAGNESIO CARBONATO, ACETATO CALCIO",ES
14,MAGNESIO HIDROXIDO,ES
288,MAGNESIO SULFATO HEPTAHIDRATO,ES
2690,"MAGNESIUM CARBONICUM C4, MAGNESIUM CARBONICUM C5, MAGNESIUM CARBONICUM C6, MAGNESIUM CARBONICUM C7, MAGNESIUM CARBONICUM C9, MAGNESIUM CARBONICUM C12, MAGNESIUM CARBONICUM C15, MAGNESIUM CARBONICUM C30, MAGNESIUM CARBONICUM C100, MAGNESIUM CARBONICUM C200, MAGNESIUM CARBONICUM D6, MAGNESIUM CARBONICUM D8, MAGNESIUM CARBONICUM D12, MAGNESIUM CARBONICUM D30, MAGNESIUM CARBONICUM K200, MAGNESIUM CARBONICUM K1000, MAGNESIUM CARBONICUM K10000",ES
2368,"MAGNESIUM CARBONICUM C5, MAGNESIUM CARBONICUM C7, MAGNESIUM CARBONICUM C9, MAGNESIUM CARBONICUM C15, MAGNESIUM CARBONICUM C30, MAGNESIUM CARBONICUM C200, MAGNESIUM CARBONICUM K200, MAGNESIUM CARBONICUM K1000, MAGNESIUM CARBONICUM K10000, MAGNESIUM CARBONICUM LM1, MAGNESIUM CARBONICUM LM6",ES
